h,L1 Error Estimate,Empirical Convergence Rate p
0.01,0.00775059413091315,
0.005,0.002809998756427301,1.4637374141341422
0.0025,0.00075475982210242,1.8964799604242488
0.00125,0.00017439515795187772,2.1136576419210726
0.000625,3.976163274850701e-05,2.1329110793024064
0.0003125,9.209132994971123e-06,2.11023975656184
0.00015625,2.1804176574701214e-06,2.078460829736245
7.8125e-05,5.276576998365199e-07,2.0469302703859418
3.90625e-05,1.2958669697690064e-07,2.0256847105787785
