h,L1 Error Estimate,Empirical Convergence Rate p
0.1,0.0005262877355889343,
0.05,0.0001316617783796284,1.9990151854554319
0.025,3.292106981356435e-05,1.9997534658341685
0.0125,8.230619184665731e-06,1.9999383458525795
