h,L1 Error Estimate,Empirical Convergence Rate p
0.01,0.009786839755752948,
0.005,0.004780515755530594,1.0336768032847652
0.0025,0.0022779820541208333,1.0694098930714881
0.00125,0.001025789349793182,1.1510218837832082
0.000625,0.0004018636595719537,1.351956471932347
0.0003125,0.00011706532406071528,1.7793923225734178
0.00015625,2.8254042557400896e-05,2.050784591545726
7.8125e-05,6.3803305315456625e-06,2.14675423199822
3.90625e-05,1.4721850006384903e-06,2.1156721868090855
