h,L1 Error Estimate,Empirical Convergence Rate p
0.1,0.0471932862395497,
0.05,0.017034131702772605,1.4701532256341743
0.025,0.00457433012542159,1.896796016758293
0.0125,0.0010593173192046047,2.11042567322636
0.00625,0.0002419582092657747,2.1303050207682257
0.003125,5.6110744348915265e-05,2.1084089320213613
0.0015625,1.3296473356227368e-05,2.077233403039053
0.00078125,3.2193443234149354e-06,2.0462048553404926
0.000390625,7.908479862119146e-07,2.0252945707056553
